query_id,category,platform,query,sort_order,result_page,reported_total,actually_obtained,unique_after_dedupe,deep_read_count,access_time_utc,access_time_singapore,status,evidence_path,notes
OFFICIAL_KAGGLE_Q0103,kaggle_code,Kaggle official GetKernel API,pilkwang/biohub-cell-tracking-data-model-eda-baseline,data_model_eda_baseline,10,1,1,1,1,2026-09-03T08:26:02.189715+00:00,2026-09-03T16:26:02.189715+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=38297; response_sha256=84e48e6e67c239572ca5c144d941433d42f6f0f1c06b1e713286f39e5059190e; error=
OFFICIAL_KAGGLE_Q0104,kaggle_code,Kaggle official GetKernel API,yusuketogashi/clean-approach-lightweight-local-cv-no-hack,local_cv_no_hack,11,1,1,1,1,2026-09-03T08:26:08.840035+00:00,2026-09-03T16:26:08.840035+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=165239; response_sha256=b754eaffca194e1b1ebbf5aa6471016996313eea1f18af4ff94316df749a2684; error=
OFFICIAL_KAGGLE_Q0105,kaggle_code,Kaggle official GetKernel API,yusuketogashi/lb897-baseline,high_vote_baseline,12,1,1,1,1,2026-09-03T08:26:14.709405+00:00,2026-09-03T16:26:14.709405+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=106920; response_sha256=c4d75190ba336623a01f42a239bfb8a915f547d3606aa29a7d666893bf83f087; error=
OFFICIAL_KAGGLE_Q0106,kaggle_code,Kaggle official GetKernel API,yaroslavkholmirzayev/biohub-cell-tracking-v4-unet-ilp-reproduction,unet_ilp_reproduction,13,1,1,1,1,2026-09-03T08:26:19.794611+00:00,2026-09-03T16:26:19.794611+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=97908; response_sha256=47dc8cb23a21e712ef7d6237282466a8fc88e78f272a21e1649bd854534ea33d; error=
OFFICIAL_KAGGLE_Q0107,kaggle_code,Kaggle official GetKernel API,seshurajup/lb-0-857-best-rule-base-v14,rule_based,14,1,1,1,1,2026-09-03T08:26:24.701353+00:00,2026-09-03T16:26:24.701353+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=41867; response_sha256=c174e372d91fc3a6baf0dbae78ca228af64ba9b1774b21c71849f5ba2f5b9298; error=
OFFICIAL_KAGGLE_Q0108,kaggle_code,Kaggle official GetKernel API,isakatsuyoshi/biohub-rule-based-baseline,rule_based_baseline,15,1,1,1,1,2026-09-03T08:26:29.526067+00:00,2026-09-03T16:26:29.526067+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=36093; response_sha256=b62cc60e7c6ee9898fc9143ef24606ff7d325da2a9ddf3e47ef90e1050fe1be9; error=
OFFICIAL_KAGGLE_Q0109,kaggle_code,Kaggle official GetKernel API,kirneo/metric-hack-last-call-update,metric_exploit_patch_risk,16,1,1,1,1,2026-09-03T08:26:34.924124+00:00,2026-09-03T16:26:34.924124+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=70863; response_sha256=1087c5db1d72fb90afaba43f067a950cb78bff87b0e7ff776234a373653cbc00; error=
OFFICIAL_KAGGLE_Q0110,kaggle_code,Kaggle official GetKernel API,amanatar/improved-metric-hack-last-call,metric_exploit_stale_score_risk,17,1,1,1,1,2026-09-03T08:26:39.815295+00:00,2026-09-03T16:26:39.815295+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=64106; response_sha256=d29282ae764067cc80b8e50b820bca0b678cf1808846e5e8732ac4cfb2b2b446; error=
OFFICIAL_KAGGLE_Q0111,kaggle_code,Kaggle official GetKernel API,outwrest/metric-hack-minimal-baseline-tta-2gpu,metric_exploit_minimal,18,1,1,1,1,2026-09-03T08:26:44.619581+00:00,2026-09-03T16:26:44.619581+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=33365; response_sha256=6a9c42fcdb3b1ab13f24698db2884d8a49330e6b8803a1d45cb91b233e7c4451; error=
OFFICIAL_KAGGLE_Q0112,kaggle_code,Kaggle official GetKernel API,yunusgmsoy/kimi-notebook-v19,recent_high_score,19,1,1,1,1,2026-09-03T08:26:49.447766+00:00,2026-09-03T16:26:49.447766+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=214729; response_sha256=93937e6991b4a11579b0a30f448075bd914b3f3698452a5f4a16affc3eec119b; error=
OFFICIAL_KAGGLE_Q0113,kaggle_code,Kaggle official GetKernel API,anhadmahajan06/biohub-track-your-cells-development,recent_high_vote,20,1,1,1,1,2026-09-03T08:26:54.569781+00:00,2026-09-03T16:26:54.569781+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=219493; response_sha256=e3e9c4b2720a3b671ba5014498564638e303d5075926c420dd992ab45befb9b2; error=
OFFICIAL_KAGGLE_Q0114,kaggle_code,Kaggle official GetKernel API,flexonafft/biohub-harmonic-fusion,harmonic_fusion,21,1,1,1,1,2026-09-03T08:27:00.985698+00:00,2026-09-03T16:27:00.985698+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=201600; response_sha256=3a2e1c7798904a91a0ee3fafa74f09f4f970e780ef970752a52bf11767986099; error=
OFFICIAL_KAGGLE_Q0115,kaggle_code,Kaggle official GetKernel API,kunaldesale2408/biohub-cell-tracking,recent_high_vote_general,22,1,1,1,1,2026-09-03T08:27:06.002563+00:00,2026-09-03T16:27:06.002563+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=150828; response_sha256=1f1cbdb26779cc3a14cc2fa4e3649e78897d57ec0a69cd8cf77a0c185fda4a3a; error=
OFFICIAL_KAGGLE_Q0116,kaggle_code,Kaggle official GetKernel API,alioman/biohub-v19c-public0939-sis14-only,recent_high_score_sister_parameter,23,1,1,1,1,2026-09-03T08:27:11.366344+00:00,2026-09-03T16:27:11.366344+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=213952; response_sha256=363139b1f15ebd4b822b286019c0ce46533d0e045cdb31a99a9ffe0d7c208fd9; error=
OFFICIAL_KAGGLE_Q0117,kaggle_code,Kaggle official GetKernel API,rishabhr0y/biohub-div45-stack,division_stack,24,1,1,1,1,2026-09-03T08:27:16.337152+00:00,2026-09-03T16:27:16.337152+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=213602; response_sha256=34d5a5dff9c1c7e3e00ebed54f8b9d8fc58db94a1313d7f19ac56066281b4610; error=
OFFICIAL_KAGGLE_Q0118,kaggle_code,Kaggle official GetKernel API,cloudssdut/biohub-0-948-reproduction-20260901,score_reproduction_candidate,25,1,1,1,1,2026-09-03T08:27:21.563174+00:00,2026-09-03T16:27:21.563174+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=211483; response_sha256=1c169787fea15e97014bf5e7b94c34db47efa4471165446e44ded03ce6bfe177; error=
OFFICIAL_KAGGLE_Q0119,kaggle_code,Kaggle official GetKernel API,aagneye/biohub-v23-division-rebuild-reclaim,recent_division_rebuild,26,1,1,1,1,2026-09-03T08:27:26.690143+00:00,2026-09-03T16:27:26.690143+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=209461; response_sha256=67a4aadd83a96c8755e7a983c3acd22cd3e9caa3e3ea0a075d135d4145db5faa; error=
OFFICIAL_KAGGLE_Q0120,kaggle_code,Kaggle official GetKernel API,pawanmali/biohub-cli-learned-div-v1,learned_division,27,1,1,1,1,2026-09-03T08:27:31.765325+00:00,2026-09-03T16:27:31.765325+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=34600; response_sha256=004762466e5a9569c0084c7d91cecead3827773177763c7b6c074151876217ef; error=
OFFICIAL_KAGGLE_Q0121,kaggle_code,Kaggle official GetKernel API,mdmahfujulkarim/biohub-cell-tracking-graph-pipeline,graph_pipeline,28,1,1,1,1,2026-09-03T08:27:36.522754+00:00,2026-09-03T16:27:36.522754+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=20484; response_sha256=e7e5e435034ce666aaa7c11ec9087fc59a3656e3e780a4b315b0574f10f8c244; error=
OFFICIAL_KAGGLE_Q0122,kaggle_code,Kaggle official GetKernel API,dfhgfdghfdhg/biohub-final-cyto2,cellpose_candidate,29,1,1,1,1,2026-09-03T08:27:41.319305+00:00,2026-09-03T16:27:41.319305+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=4881; response_sha256=9e9c14475905b26b8ceaecd24b42bedce258db1cddfd59d49b285b7665f7b9ef; error=
OFFICIAL_KAGGLE_Q0123,kaggle_code,Kaggle official GetKernel API,aaaa1597/s1-06-stardist-btrack-pipeline,stardist_btrack_candidate,30,1,1,1,1,2026-09-03T08:27:46.150496+00:00,2026-09-03T16:27:46.150496+08:00,FULL_NOTEBOOK_SOURCE_READ,research/20260903_BIOHUB_CELL_PUBLIC_RECON_V01/staging/official_kaggle/evidence/notebook_deep_read.jsonl,endpoint=KernelsApiService/GetKernel; response_source_bytes=121706; response_sha256=714dda7c23860743e7906fcce6de45262b9d9493850f734873b267aa5b33ad9c; error=
